"","ID","band_num","cohort","caught_as","caught","disappeared","fate","outside_area","fledged","independent","mum","Mage","dad_soc","Sage","dad_bio","Bage","sex","LRStot","LRSfledge","LRSinde"
"169","574576-NbwB2","015-74576","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574744-BNM",NA,"476401-ROW",NA,NA,NA,"U",0,0,0
"170","574577-GbwB2","015-74577","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574744-BNM",NA,"476401-ROW",NA,NA,NA,"U",0,0,0
"171","574578-YbwB2","015-74578","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574744-BNM",NA,"476401-ROW",NA,NA,NA,"U",0,0,0
"172","574579-OSnO","015-74579","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574750-BYN",NA,"574775-MMB",NA,NA,NA,"M",0,0,0
"173","574580-GSnO","015-74580","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574750-BYN",NA,"574775-MMB",NA,"574775-MMB",NA,"F",0,0,0
"174","574581-BSnO","015-74581","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574750-BYN",NA,"574775-MMB",NA,NA,NA,"F",0,0,0
"175","574582-RSnO","015-74582","1988","Nestling","11-Nov-88","11-Nov-88","Died",NA,0,0,"574750-BYN",NA,"574775-MMB",NA,"574775-MMB",NA,"F",0,0,0
"176","574583-MRSn","015-74583","1988","Fledgling","12-Nov-88","12-Nov-88","Died",NA,1,0,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"U",0,0,0
"177","574584-YRSn","015-74584","1988","Fledgling","12-Nov-88","12-Nov-88","Died",NA,1,0,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"U",0,0,0
"178","574585-GRSn","015-74585","1988","Fledgling","12-Nov-88","12-Nov-88","Died",NA,1,0,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"U",0,0,0
"179","574586-NgwN3","015-74586","1988","Nestling","14-Nov-88","14-Nov-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"180","574587-GgwN2","015-74587","1988","Nestling","14-Nov-88","14-Nov-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"181","574588-MgwN","015-74588","1988","Nestling","14-Nov-88","14-Nov-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"182","574589-RgwN2","015-74589","1988","Nestling","14-Nov-88","14-Nov-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"183","574590-MgwB2","015-74590","1988","Nestling","17-Nov-88","27-Jun-89","Died",NA,1,1,NA,NA,NA,NA,NA,NA,"M",0,0,0
"184","574591-GgwB","015-74591","1988","Nestling","17-Nov-88","8-Nov-89","Died",NA,1,1,NA,NA,NA,NA,NA,NA,"M",0,0,0
"185","574592-OgwB2","015-74592","1988","Nestling","17-Nov-88","17-Nov-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"186","574593-BowG","015-74593","1988","Nestling","17-Nov-88","8-Jan-89","Unknown",NA,1,1,"F00001-unb1",NA,"478198-GMR",NA,NA,NA,"U",0,0,0
"187","574594-MowG","015-74594","1988","Nestling","17-Nov-88","2-Apr-89","Died",NA,1,1,"F00001-unb1",NA,"478198-GMR",NA,NA,NA,"U",0,0,0
"188","574595-RowG","015-74595","1988","Nestling","17-Nov-88","16-Jan-89","Unknown",NA,1,1,"F00001-unb1",NA,"478198-GMR",NA,NA,NA,"F",0,0,0
"189","574596-RrwR2","015-74596","1988","Nestling","18-Nov-88","18-Nov-88","Died",NA,0,0,"596762-RYN",NA,"525597-YBB",NA,NA,NA,"U",0,0,0
"190","574600-YgwO2","015-74600","1988","Fledgling","23-Nov-88","11-Jan-89","Dispersedoutside",NA,1,1,"478206-GBM",NA,NA,NA,NA,NA,"U",0,0,0
"191","574635-RowM","015-74635","1988","Nestling","24-Nov-88","24-Nov-88","Died",NA,0,0,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"U",0,0,0
"192","574636-GowM","015-74636","1988","Nestling","24-Nov-88","24-Nov-88","Died",NA,0,0,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"U",0,0,0
"193","574637-YowM","015-74637","1988","Nestling","24-Nov-88","24-Nov-88","Unknown",NA,0,0,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"U",0,0,0
"194","574638-NowM","015-74638","1988","Nestling","24-Nov-88","24-Nov-88","Died",NA,0,0,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"U",0,0,0
"195","574639-YnyR2","015-74639","1988","Nestling","27-Nov-88","26-Mar-89","Died",NA,1,1,"574782-MGO",NA,NA,NA,NA,NA,"M",0,0,0
"196","574640-RnyR2","015-74640","1988","Nestling","27-Nov-88","29-Jan-89","Unknown",NA,1,1,"574782-MGO",NA,NA,NA,NA,NA,"U",0,0,0
"197","574641-BnyR2","015-74641","1988","Nestling","27-Nov-88","18-Dec-88","Died",NA,1,0,"574782-MGO",NA,NA,NA,NA,NA,"U",0,0,0
"198","575472-NNN","015-75472","1988","Adult","21-Nov-88","12-Feb-94","Died",3,1,1,NA,NA,NA,NA,NA,NA,"M",1,1,1
"199","579708-AOG","015-79708","1988","Juvenile","13-Mar-89","29-Aug-93","Died",6,1,1,NA,NA,NA,NA,NA,NA,"M",7,6,6
"200","596601-BowR","015-96601","1988","Nestling","1-Dec-88","26-Jan-89","Unknown",NA,1,1,"574794-GRN",NA,"543779-GNG",NA,NA,NA,"U",0,0,0
"201","596602-YowR","015-96602","1988","Nestling","1-Dec-88","18-Dec-88","Died",NA,1,0,"574794-GRN",NA,"543779-GNG",NA,NA,NA,"U",0,0,0
"202","596603-GowR","015-96603","1988","Nestling","1-Dec-88","18-Nov-89","Died",6,1,1,"574794-GRN",NA,"543779-GNG",NA,NA,NA,"M",0,0,0
"203","596604-OowR","015-96604","1988","Nestling","1-Dec-88","26-Jan-89","Unknown",NA,1,1,"574794-GRN",NA,"543779-GNG",NA,NA,NA,"U",0,0,0
"204","596605-NmyN","015-96605","1988","Nestling","2-Dec-88","2-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"205","596606-YmyN","015-96606","1988","Nestling","2-Dec-88","2-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"206","596607-RmyN","015-96607","1988","Nestling","2-Dec-88","2-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"207","596608-GmyN","015-96608","1988","Nestling","2-Dec-88","2-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"208","596609-OynG","015-96609","1988","Nestling","2-Dec-88","22-Oct-89","Dispersedoutside",NA,1,1,"574741-BRN",NA,"543780-RGY",NA,NA,NA,"F",0,0,0
"209","596610-BynG","015-96610","1988","Nestling","2-Dec-88","7-Oct-91","Died",5,1,1,"574741-BRN",NA,"543780-RGY",NA,NA,NA,"M",0,0,0
"210","596611-MynG","015-96611","1988","Nestling","2-Dec-88","29-Jan-89","Unknown",NA,1,1,"574741-BRN",NA,"543780-RGY",NA,NA,NA,"U",0,0,0
"211","596612-GNW","015-96612","1988","Nestling","2-Dec-88","3-Sep-92","Died",5,1,1,"574741-BRN",NA,"543780-RGY",NA,NA,NA,"M",3,2,1
"212","596613-NmwM","015-96613","1988","Nestling","2-Dec-88","16-Apr-89","Died",NA,1,1,"574748-NGB",1,"574747-NRR",NA,NA,NA,"U",0,0,0
"213","596614-MmwM2","015-96614","1988","Nestling","2-Dec-88","15-Dec-88","Died",NA,1,0,"574748-NGB",1,"574747-NRR",NA,NA,NA,"U",0,0,0
"214","596616-RmwG","015-96616","1988","Nestling","3-Dec-88","3-Dec-88","Died",NA,0,0,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"U",0,0,0
"215","596617-BmwG","015-96617","1988","Nestling","3-Dec-88","3-Dec-88","Died",NA,0,0,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"U",0,0,0
"216","596618-YmwG","015-96618","1988","Nestling","3-Dec-88","3-Dec-88","Died",NA,0,0,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"U",0,0,0
"217","596619-OmwG","015-96619","1988","Nestling","3-Dec-88","3-Dec-88","Died",NA,0,0,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"U",0,0,0
"218","596620-BCR","015-96620","1988","Nestling","4-Dec-88","7-Dec-93","Died",1,1,1,NA,NA,NA,NA,NA,NA,"M",4,4,1
"219","596621-GCR","015-96621","1988","Nestling","4-Dec-88","1-Jun-93","Died",NA,1,1,NA,NA,NA,NA,NA,NA,"M",0,0,0
"220","596622-OmyR","015-96622","1988","Nestling","4-Dec-88","9-Dec-88","Died",NA,1,0,NA,NA,NA,NA,NA,NA,"M",0,0,0
"221","596623-MmyR","015-96623","1988","Nestling","4-Dec-88","15-Oct-89","Unknown",NA,1,1,NA,NA,NA,NA,NA,NA,"F",0,0,0
"222","596624-NbwN2","015-96624","1988","Nestling","4-Dec-88","15-Jan-89","Unknown",NA,1,1,"529303-BGY",NA,"476417-BGB",NA,NA,NA,"U",0,0,0
"223","596625-YbwN3","015-96625","1988","Nestling","4-Dec-88","22-Jan-89","Unknown",NA,1,1,"529303-BGY",NA,"476417-BGB",NA,NA,NA,"U",0,0,0
"224","596626-RbwN2","015-96626","1988","Nestling","4-Dec-88","23-Jul-89","Died",NA,1,1,"529303-BGY",NA,"476417-BGB",NA,NA,NA,"M",0,0,0
"225","596627-MbwN2","015-96627","1988","Nestling","4-Dec-88","29-Jan-89","Unknown",NA,1,1,"529303-BGY",NA,"476417-BGB",NA,NA,NA,"U",0,0,0
"226","596628-GmyY","015-96628","1988","Nestling","5-Dec-88","5-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"227","596629-OmyY","015-96629","1988","Nestling","5-Dec-88","5-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"228","596630-RmyY","015-96630","1988","Nestling","5-Dec-88","5-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"229","596631-SnmyY","015-96631","1988","Nestling","5-Dec-88","5-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"230","596632-RrwM2","015-96632","1988","Nestling","8-Dec-88","29-Jan-89","Unknown",NA,1,1,"023871-RWG",NA,"543785-RBY",NA,NA,NA,"U",0,0,0
"231","596633-NrwM2","015-96633","1988","Nestling","8-Dec-88","15-Jan-89","Unknown",NA,1,1,"023871-RWG",NA,"543785-RBY",NA,NA,NA,"U",0,0,0
"232","596634-GrwM","015-96634","1988","Nestling","8-Dec-88","29-Jan-89","Unknown",NA,1,1,"023871-RWG",NA,"543785-RBY",NA,NA,NA,"U",0,0,0
"233","596635-YrwM2","015-96635","1988","Nestling","8-Dec-88","15-Jan-89","Unknown",NA,1,1,"023871-RWG",NA,"543785-RBY",NA,NA,NA,"U",0,0,0
"234","596636-NrwR2","015-96636","1988","Nestling","8-Dec-88","22-Jan-89","Unknown",NA,1,1,"543800-RBB",NA,"543751-OMM",NA,NA,NA,"U",0,0,0
"235","596637-YrwR","015-96637","1988","Nestling","8-Dec-88","22-Jan-89","Unknown",NA,1,1,"543800-RBB",NA,"543751-OMM",NA,NA,NA,"U",0,0,0
"236","596638-OrwR2","015-96638","1988","Nestling","8-Dec-88","16-Dec-88","Died",NA,1,0,"543800-RBB",NA,"543751-OMM",NA,NA,NA,"U",0,0,0
"237","596639-NgwO2","015-96639","1988","Nestling","9-Dec-88","30-Jul-89","Died",NA,1,1,"476408-MMN",NA,"490363-OMN",4,NA,NA,"F",0,0,0
"238","596640-GWO","015-96640","1988","Nestling","9-Dec-88","13-May-90","Died",6,1,1,"476408-MMN",NA,"490363-OMN",4,"529315-OBY",2,"M",0,0,0
"239","596641-OgwO2","015-96641","1988","Nestling","9-Dec-88","29-Jan-89","Unknown",NA,1,1,"476408-MMN",NA,"490363-OMN",4,NA,NA,"U",0,0,0
"240","596642-MgwO","015-96642","1988","Nestling","9-Dec-88","22-Jan-89","Unknown",NA,1,1,"476408-MMN",NA,"490363-OMN",4,NA,NA,"F",0,0,0
"241","596643-RbwG2","015-96643","1988","Nestling","13-Dec-88","13-Dec-88","Died",NA,0,0,"574761-MRG",1,"511361-YGY",NA,NA,NA,"U",0,0,0
"242","596644-NbwG2","015-96644","1988","Nestling","13-Dec-88","13-Dec-88","Died",NA,0,0,"574761-MRG",1,"511361-YGY",NA,NA,NA,"U",0,0,0
"243","596645-YbwG2","015-96645","1988","Nestling","13-Dec-88","13-Dec-88","Died",NA,0,0,"574761-MRG",1,"511361-YGY",NA,NA,NA,"U",0,0,0
"244","596646-BynM2","015-96646","1988","Nestling","14-Dec-88","14-Dec-88","Unknown",NA,0,0,"574717-YOO",1,NA,NA,NA,NA,"U",0,0,0
"245","596647-RynM","015-96647","1988","Nestling","14-Dec-88","14-Dec-88","Unknown",NA,0,0,"574717-YOO",1,NA,NA,NA,NA,"U",0,0,0
"246","596648-GyrY","015-96648","1988","Nestling","17-Dec-88","17-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"247","596649-YyrY","015-96649","1988","Nestling","17-Dec-88","17-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"248","596650-ByrY","015-96650","1988","Nestling","17-Dec-88","17-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"249","596651-NSnN","015-96651","1988","Nestling","18-Dec-88","5-Feb-89","Unknown",NA,1,1,"579710-NWO",NA,"433387-YRRroc",NA,"529304-BYG",NA,"F",0,0,0
"250","596652-GSnN","015-96652","1988","Nestling","18-Dec-88","23-Sep-89","Dispersedoutside",NA,1,1,"579710-NWO",NA,"433387-YRRroc",NA,"529304-BYG",NA,"F",0,0,0
"251","596653-OSnN","015-96653","1988","Nestling","18-Dec-88","5-Feb-89","Unknown",NA,1,1,"579710-NWO",NA,"433387-YRRroc",NA,NA,NA,"F",0,0,0
"252","596654-BSnN","015-96654","1988","Nestling","18-Dec-88","5-Feb-89","Unknown",NA,1,1,"579710-NWO",NA,"433387-YRRroc",NA,"574763-RMB",NA,"F",0,0,0
"253","596655-OgyR","015-96655","1988","Nestling","19-Dec-88","19-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"254","596656-BgyR","015-96656","1988","Nestling","19-Dec-88","19-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"255","596657-YgyR","015-96657","1988","Nestling","19-Dec-88","19-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"256","596658-GgyR","015-96658","1988","Nestling","19-Dec-88","19-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"257","596659-BbwB2","015-96659","1988","Nestling","19-Dec-88","19-Dec-88","Died",NA,0,0,"574744-BNM",NA,"476401-ROW",NA,NA,NA,"U",0,0,0
"258","596660-NnyN2","015-96660","1988","Nestling","19-Dec-88","19-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"259","596661-GOY","015-96661","1988","Fledgling","20-Dec-88","16-Jul-89","Died",NA,1,1,"596664-BBN",NA,"574763-RMB",NA,NA,NA,"M",0,0,0
"260","596662-GYN","015-96662","1988","Juvenile","20-Dec-88","24-Mar-91","Died",3,1,1,NA,NA,NA,NA,NA,NA,"F",11,4,3
"261","596663-GGY","015-96663","1988","Fledgling","20-Dec-88","12-Feb-89","Unknown",NA,1,1,"596664-BBN",NA,"574763-RMB",NA,NA,NA,"U",0,0,0
"262","596665-MRB","015-96665","1988","Fledgling","20-Dec-88","12-Feb-89","Died",NA,1,1,"596664-BBN",NA,"574763-RMB",NA,NA,NA,"M",0,0,0
"263","596666-ORM","015-96666","1988","Fledgling","20-Dec-88","12-Feb-89","Unknown",NA,1,1,"596664-BBN",NA,"574763-RMB",NA,NA,NA,"U",0,0,0
"264","596667-YrwY2","015-96667","1988","Nestling","20-Dec-88","20-Dec-88","Unknown",NA,0,0,"596762-RYN",NA,"525597-YBB",NA,NA,NA,"U",0,0,0
"265","596668-MrwY2","015-96668","1988","Nestling","20-Dec-88","20-Dec-88","Died",NA,0,0,"596762-RYN",NA,"525597-YBB",NA,NA,NA,"U",0,0,0
"266","596669-GrwY2","015-96669","1988","Nestling","20-Dec-88","20-Dec-88","Died",NA,0,0,"596762-RYN",NA,"525597-YBB",NA,NA,NA,"U",0,0,0
"267","596670-_G_","015-96670","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"268","596671-_Y_","015-96671","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"269","596672-_B_","015-96672","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"270","596673-OybY2","015-96673","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"271","596674-BybY2","015-96674","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"272","596675-MybY2","015-96675","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"273","596676-_yb_","015-96676","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"274","596677-MgwR2","015-96677","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,"478199-GWN",NA,"478209-GWB",NA,NA,NA,"U",0,0,0
"275","596678-NgwR2","015-96678","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,"478199-GWN",NA,NA,NA,NA,NA,"U",0,0,0
"276","596679-OgwR2","015-96679","1988","Nestling","22-Dec-88","22-Dec-88","Unknown",NA,0,0,"478199-GWN",NA,NA,NA,NA,NA,"U",0,0,0
"277","596680-BgyB2","015-96680","1988","Nestling","29-Dec-88","8-Jan-89","Died",NA,1,0,"626733-ONW",NA,"543784-RNG",NA,NA,NA,"U",0,0,0
"278","596681-GgyB","015-96681","1988","Nestling","29-Dec-88","8-Feb-89","Died",NA,1,1,"626733-ONW",NA,"543784-RNG",NA,NA,NA,"U",0,0,0
"279","596682-YGO2","015-96682","1988","Nestling","29-Dec-88","21-Feb-89","Unknown",NA,1,1,"626733-ONW",NA,"543784-RNG",NA,NA,NA,"U",0,0,0
"280","596683-NNG","015-96683","1988","Nestling","29-Dec-88","15-Jul-90","Died",3,1,1,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"M",0,0,0
"281","596684-RRW","015-96684","1988","Nestling","29-Dec-88","4-Aug-91","Died",5,1,1,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"M",0,0,0
"282","596685-MybG","015-96685","1988","Nestling","29-Dec-88","10-Nov-89","Died",6,1,1,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"M",0,0,0
"283","596686-BybG2","015-96686","1988","Nestling","29-Dec-88","20-Jun-89","Dispersedoutside",NA,1,1,"574513-OGN",NA,"478196-GBB",NA,NA,NA,"F",0,0,0
"284","596687-GynB","015-96687","1988","Nestling","3-Jan-89","28-Oct-90","Died",3,1,1,"543774-MMY",2,"568373-BMR",NA,NA,NA,"M",0,0,0
"285","596688-OynB","015-96688","1988","Nestling","3-Jan-89","1-Aug-93","Died",6,1,1,"543774-MMY",2,"568373-BMR",NA,NA,NA,"M",2,0,0
"286","596689-MyrG","015-96689","1988","Nestling","3-Jan-89","28-May-89","Died",NA,1,1,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"U",0,0,0
"287","596690-NyrG","015-96690","1988","Nestling","3-Jan-89","5-Mar-89","Died",NA,1,1,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"U",0,0,0
"288","596691-YyrG","015-96691","1988","Nestling","3-Jan-89","20-Sep-89","Dispersedoutside",NA,1,1,"574728-YBO",NA,"574504-GRO",NA,NA,NA,"F",0,0,0
"289","596692-RynY2","015-96692","1988","Nestling","3-Jan-89","23-Apr-89","Died",NA,1,1,"574779-RMN",NA,"478200-GMG",NA,NA,NA,"U",0,0,0
"290","596693-MynY","015-96693","1988","Nestling","3-Jan-89","12-Aug-91","Died",3,1,1,"574779-RMN",NA,"478200-GMG",NA,NA,NA,"M",0,0,0
"291","596694-OynY","015-96694","1988","Nestling","3-Jan-89","29-Jan-89","Died",NA,1,0,"574779-RMN",NA,"478200-GMG",NA,NA,NA,"U",0,0,0
"292","596695-BgyG","015-96695","1988","Nestling","5-Jan-89","5-Jan-89","Died",NA,0,0,"543760-BMY1",NA,"476416-BYB",NA,NA,NA,"U",0,0,0
"293","596696-OgyG","015-96696","1988","Nestling","5-Jan-89","5-Jan-89","Died",NA,0,0,"543760-BMY1",NA,"476416-BYB",NA,NA,NA,"U",0,0,0
"294","596697-OybO2","015-96697","1988","Nestling","5-Jan-89","31-Jan-89","Died",NA,1,0,"596747-BWW",NA,"478192-GON",NA,NA,NA,"U",0,0,0
"295","596698-BybO2","015-96698","1988","Nestling","5-Jan-89","16-Apr-89","Died",NA,1,1,"596747-BWW",NA,"478192-GON",NA,NA,NA,"F",0,0,0
"296","596699-GybO2","015-96699","1988","Nestling","5-Jan-89","5-Feb-89","Died",NA,1,0,"596747-BWW",NA,"478192-GON",NA,NA,NA,"U",0,0,0
"297","596700-YOM","015-96700","1988","Nestling","2-Dec-88","16-Aug-92","Died",5,1,1,"574748-NGB",1,"574747-NRR",NA,"574775-MMB",NA,"M",0,0,0
"298","596701-GNO","015-96701","1988","Nestling","29-Dec-88","21-Nov-98","Died",6,1,1,"574750-BYN",NA,"574775-MMB",NA,NA,NA,"M",38,29,18
"299","596702-BbwR2","015-96702","1988","Nestling","29-Dec-88","19-Nov-89","Dispersedoutside",NA,1,1,"574750-BYN",NA,"574775-MMB",NA,NA,NA,"F",0,0,0
"300","596703-ObwR2","015-96703","1988","Nestling","29-Dec-88","2-Apr-89","Unknown",NA,1,1,"574750-BYN",NA,"574775-MMB",NA,NA,NA,"U",0,0,0
"301","596704-BgwG2","015-96704","1988","Nestling","6-Jan-89","18-Feb-89","Unknown",NA,1,1,"478206-GBM",NA,NA,NA,NA,NA,"U",0,0,0
"302","596705-MgwG2","015-96705","1988","Nestling","6-Jan-89","13-Jan-89","Died",NA,1,0,"478206-GBM",NA,NA,NA,NA,NA,"U",0,0,0
"303","596706-YgwG2","015-96706","1988","Nestling","6-Jan-89","20-Jun-89","Died",NA,1,1,"478206-GBM",NA,NA,NA,NA,NA,"F",0,0,0
"304","596707-OgwG2","015-96707","1988","Nestling","6-Jan-89","13-Jan-89","Died",NA,1,0,"478206-GBM",NA,NA,NA,NA,NA,"F",0,0,0
"305","596708-BWY","015-96708","1988","Fledgling","9-Jan-89","15-Jan-89","Unknown",NA,1,0,"574507-GMB",NA,"476414-BRB",NA,NA,NA,"U",0,0,0
"306","596709-OWN2","015-96709","1988","Fledgling","9-Jan-89","15-Jan-89","Dispersedoutside",NA,1,0,"574507-GMB",NA,"476414-BRB",NA,NA,NA,"F",0,0,0
"307","596711-RgwB","015-96711","1988","Nestling","10-Jan-89","2-Jul-89","Died",NA,1,1,NA,NA,"478198-GMR",NA,NA,NA,"M",0,0,0
"308","596712-BgwB2","015-96712","1988","Nestling","10-Jan-89","30-Jul-89","Unknown",NA,1,1,NA,NA,"478198-GMR",NA,NA,NA,"F",0,0,0
"309","596713-YgwB","015-96713","1988","Nestling","10-Jan-89","18-Jan-91","Died",3,1,1,NA,NA,"478198-GMR",NA,NA,NA,"F",9,9,4
"310","596714-ByrB","015-96714","1988","Nestling","11-Jan-89","29-Jan-89","Died",NA,1,0,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"U",0,0,0
"311","596715-GyrB","015-96715","1988","Nestling","11-Jan-89","21-May-89","Died",NA,1,1,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"F",0,0,0
"312","596716-MyrB","015-96716","1988","Nestling","11-Jan-89","30-Jul-89","Unknown",NA,1,1,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"F",0,0,0
"313","596717-YyrB","015-96717","1988","Nestling","11-Jan-89","30-Jul-89","Unknown",NA,1,1,"574785-MOR",NA,"574784-MBG",NA,NA,NA,"F",0,0,0
"314","596718-RbwG1","015-96718","1988","Nestling","13-Jan-89","14-Oct-90","Dispersedoutside",NA,1,1,"574761-MRG",1,"511361-YGY",NA,NA,NA,"F",0,0,0
"315","596719-YbwG1","015-96719","1988","Nestling","13-Jan-89","13-Jan-89","Died",NA,0,0,"574761-MRG",1,"511361-YGY",NA,NA,NA,"U",0,0,0
"316","596720-NbwG1","015-96720","1988","Nestling","13-Jan-89","24-Sep-89","Dispersedoutside",NA,1,1,"574761-MRG",1,"511361-YGY",NA,"574502-GBN",NA,"F",0,0,0
"317","596721-GWW2","015-96721","1988","Fledgling","13-Jan-89","27-Aug-89","Unknown",NA,1,1,"543826-RGB",NA,"543833-ROO",NA,NA,NA,"F",0,0,0
"318","596722-MOW","015-96722","1988","Juvenile","13-Jan-89","15-Jul-90","Died",3,1,1,"543826-RGB",NA,"543833-ROO",NA,NA,NA,"M",0,0,0
"319","596723-OON","015-96723","1988","Fledgling","13-Jan-89","19-Feb-89","Unknown",NA,1,1,"543826-RGB",NA,"543833-ROO",NA,NA,NA,"U",0,0,0
"320","596724-BRW2","015-96724","1988","Fledgling","13-Jan-89","27-Aug-89","Unknown",NA,1,1,"543826-RGB",NA,"543833-ROO",NA,NA,NA,"F",0,0,0
"321","596725-YmwR","015-96725","1988","Nestling","15-Jan-89","15-Jan-89","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"322","596726-NmwR","015-96726","1988","Nestling","15-Jan-89","15-Jan-89","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"323","596727-GmwR","015-96727","1988","Nestling","15-Jan-89","15-Jan-89","Unknown",NA,0,0,NA,NA,NA,NA,NA,NA,"U",0,0,0
"324","596728-MmwB","015-96728","1988","Nestling","15-Jan-89","15-Jan-89","Unknown",NA,0,0,"574717-YOO",1,NA,NA,NA,NA,"U",0,0,0
"325","596729-GmwB","015-96729","1988","Nestling","15-Jan-89","15-Jan-89","Unknown",NA,0,0,"574717-YOO",1,NA,NA,NA,NA,"U",0,0,0
"326","596730-OmwB","015-96730","1988","Nestling","15-Jan-89","15-Jan-89","Unknown",NA,0,0,"574717-YOO",1,NA,NA,NA,NA,"U",0,0,0
"327","596731-GYM2","015-96731","1988","Fledgling","16-Jan-89","28-Mar-89","Died",NA,1,1,"574751-NON",1,"476412-BGR",NA,NA,NA,"F",0,0,0
"328","596732-RgwM2","015-96732","1988","Nestling","17-Jan-89","21-May-89","Died",NA,1,1,"543783-ROM",NA,"478208-GYB",NA,NA,NA,"U",0,0,0
"329","596733-GgwM","015-96733","1988","Nestling","17-Jan-89","11-Nov-89","Dispersedoutside",NA,1,1,"543783-ROM",NA,"478208-GYB",NA,NA,NA,"F",0,0,0
"330","596734-MgwM2","015-96734","1988","Nestling","17-Jan-89","23-Apr-89","Died",NA,1,1,"543783-ROM",NA,"478208-GYB",NA,NA,NA,"U",0,0,0
