ID,band_num,cohort,caught_as,caught,disappeared,fate,outside_area,fledged,independent,mum,Mage,dad_soc,Sage,dad_bio,Bage,sex,LRStot,LRSfledge,LRSinde
898262-ngBG2,018-98262,2003,Nestling,14-Jan-04,18-Jan-04,Died,,0,0,833671-YWM,2,898260-BOW,1+,898260-BOW,1+,F,0,0,0
898263-ngAO,018-98263,2003,Nestling,14-Jan-04,18-Jan-04,Died,,0,0,833671-YWM,2,898260-BOW,1+,804015-YbyG,6,M,0,0,0
898264-noOA,018-98264,2003,Nestling,14-Jan-04,24-Apr-04,Died,,1,1,832448-ogMY,4,833749-ABA,1+,832259-ogOG,4,M,0,0,0
898265-noGN,018-98265,2003,Nestling,14-Jan-04,28-Jun-04,Died,,1,1,832448-ogMY,4,833749-ABA,1+,832259-ogOG,4,M,0,0,0
898266-noRY,018-98266,2003,Nestling,14-Jan-04,3-Jun-04,Died,,1,1,832448-ogMY,4,833749-ABA,1+,833544-MnrO,2,M,0,0,0
898267-ngAM2,018-98267,2003,Nestling,14-Jan-04,20-Jan-04,Died,,1,0,833615-AngY,1,832780-goWA,3,833695-YnyN,1,M,0,0,0
898268-ngNY,018-98268,2003,Nestling,14-Jan-04,20-Jan-04,Died,,1,0,833615-AngY,1,832780-goWA,3,833695-YnyN,1,M,0,0,0
898269-gbAB,018-98269,2003,Nestling,15-Jan-04,25-Apr-05,Died,,1,1,833121-YogN,2,833591-OngA,1,833041-RnoN,2,F,0,0,0
898270-gbGO,018-98270,2003,Nestling,15-Jan-04,27-Jul-04,Unknown,,1,1,833121-YogN,2,833591-OngA,1,833041-RnoN,2,F,0,0,0
898271-gbMR,018-98271,2003,Nestling,15-Jan-04,25-Mar-06,Died,6,1,1,833121-YogN,2,833591-OngA,1,833041-RnoN,2,M,2,2,0
898272-gbWN,018-98272,2003,Nestling,15-Jan-04,9-Aug-04,Died,,1,1,833121-YogN,2,833591-OngA,1,833591-OngA,1,M,0,0,0
898273-ngGW,018-98273,2003,Nestling,20-Jan-04,26-Jul-04,Died,,1,1,832973-YWR,3,832745-gnYY,3,832745-gnYY,3,F,0,0,0
898274-ngMO,018-98274,2003,Nestling,20-Jan-04,26-Jul-04,Died,,1,1,832973-YWR,3,832745-gnYY,3,832830-goOW,3,M,0,0,0
898275-gbOR,018-98275,2003,Nestling,21-Jan-04,15-Jul-04,Unknown,,1,1,898316-WMA,1+,833605-BmwY,1,833605-BmwY,1,F,0,0,0
898276-gbAW,018-98276,2003,Nestling,21-Jan-04,5-Jul-04,Unknown,,1,1,898316-WMA,1+,833605-BmwY,1,833605-BmwY,1,F,0,0,0
898277-gbNB,018-98277,2003,Nestling,21-Jan-04,5-Feb-04,Died,,1,0,898316-WMA,1+,833605-BmwY,1,833220-RnoM,2,F,0,0,0
898278-noYY,018-98278,2003,Nestling,21-Jan-04,10-Feb-11,Died,6,1,1,832555-YAA,4,832702-wmYA,3,832702-wmYA,3,M,28,22,12
898279-noWM,018-98279,2003,Nestling,21-Jan-04,4-Sep-09,Died,6,1,1,832555-YAA,4,832702-wmYA,3,832097-OrwN,5,M,11,10,6
898280-noOB,018-98280,2003,Nestling,21-Jan-04,1-Feb-04,Died,,1,0,832555-YAA,4,832702-wmYA,3,832097-OrwN,5,F,0,0,0
898281-noNM,018-98281,2003,Nestling,21-Jan-04,25-Oct-04,Unknown,,1,1,832555-YAA,4,832702-wmYA,3,832930-gnAO,3,F,0,0,0
898282-noAG,018-98282,2003,Nestling,22-Jan-04,27-Jan-04,Died,,1,0,898039-YAN,1+,833152-WgnY,2,M00025-du025,1+,M,0,0,0
898283-noMW,018-98283,2003,Nestling,22-Jan-04,5-May-04,Died,,1,1,898039-YAN,1+,833152-WgnY,2,M00025-du025,1+,F,0,0,0
898284-noNY,018-98284,2003,Nestling,22-Jan-04,9-Aug-10,Died,6,1,1,898039-YAN,1+,833152-WgnY,2,*,99,M,15,13,10
898285-noON,018-98285,2003,Nestling,22-Jan-04,27-Jan-04,Died,,1,0,898039-YAN,1+,833152-WgnY,2,M00025-du025,1+,M,0,0,0
898286-gbAY,018-98286,2003,Nestling,22-Jan-04,8-May-04,Unknown,,1,1,833584-NgbW,1,833168-YbgN,2,832799-gnWA,3,F,0,0,0
898287-gbGR,018-98287,2003,Nestling,22-Jan-04,20-Aug-08,Died,6,1,1,833584-NgbW,1,833168-YbgN,2,832799-gnWA,3,M,5,3,1
898288-gbOW,018-98288,2003,Nestling,22-Jan-04,18-May-08,Died,6,1,1,833584-NgbW,1,833168-YbgN,2,832799-gnWA,3,M,3,1,1
898289-noAO,018-98289,2003,Nestling,27-Jan-04,27-Jun-05,Died,6,1,1,832970-ARM,3,833064-GnoY,2,832259-ogOG,4,F,5,2,2
898290-noMG,018-98290,2003,Nestling,27-Jan-04,15-May-04,Died,,1,1,832970-ARM,3,833064-GnoY,2,833064-GnoY,2,F,0,0,0
898291-noYR,018-98291,2003,Nestling,27-Jan-04,25-Aug-06,Died,6,1,1,832970-ARM,3,833064-GnoY,2,833064-GnoY,2,M,4,3,1
898292-noAM,018-98292,2003,Nestling,27-Jan-04,20-Feb-09,Died,6,1,1,833276-YwmB,2,832647-wmWM,3,833228-GgnB,2,M,7,3,2
898293-noGO,018-98293,2003,Nestling,27-Jan-04,19-Oct-11,Unknown,6,1,1,833276-YwmB,2,832647-wmWM,3,833228-GgnB,2,M,4,3,3
898294-noWY,018-98294,2003,Nestling,27-Jan-04,15-Jul-09,Died,6,1,1,833276-YwmB,2,832647-wmWM,3,833228-GgnB,2,M,10,2,1
898296-gbYB,018-98296,2003,Nestling,28-Jan-04,2-Feb-04,Died,,1,0,833539-AWR,2,833040-BnoG,2,833041-RnoN,2,M,0,0,0
898297-gbNR,018-98297,2003,Nestling,28-Jan-04,18-Oct-04,Unknown,,1,1,833539-AWR,2,833040-BnoG,2,832779-goGO,3,F,0,0,0
898298-gbWG,018-98298,2003,Nestling,28-Jan-04,24-Oct-04,Unknown,,1,1,833539-AWR,2,833040-BnoG,2,833041-RnoN,2,F,0,0,0
898299-OAA2,018-98299,2003,Juvenile,29-Jan-04,6-Sep-04,Died,,1,1,*,*,*,*,*,99,F,0,0,0
898301-NRM3,018-98301,2003,Juvenile,29-Jan-04,9-Jul-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898302-noYW,018-98302,2003,Nestling,30-Jan-04,3-Feb-04,Died,,1,0,832974-MAB,3,804108-YnwA,6,832875-obGR,3,F,0,0,0
898303-noBG,018-98303,2003,Nestling,30-Jan-04,3-Feb-04,Died,,1,0,832974-MAB,3,804108-YnwA,6,832040-ArbY,5,M,0,0,0
898304-gbRM,018-98304,2003,Nestling,30-Jan-04,24-Dec-04,Died,6,1,1,898295-WGA,0+,832363-boAG,4,833230-YngY,2,F,0,0,0
898305-gbWB,018-98305,2003,Nestling,30-Jan-04,31-Oct-04,Unknown,,1,1,898295-WGA,0+,832363-boAG,4,833598-MnyR,1,F,0,0,0
898306-rbRY,018-98306,2003,Nestling,1-Feb-04,11-Jun-04,Died,,1,1,804217-WNM,6,804295-MwnR,5,832840-wmMB,3,M,0,0,0
898307-rbOW,018-98307,2003,Nestling,1-Feb-04,20-Mar-04,Unknown,,1,1,804217-WNM,6,804295-MwnR,5,832840-wmMB,3,F,0,0,0
898308-ngRN2,018-98308,2003,Nestling,2-Feb-04,5-Feb-04,Died,,1,0,833528-MRO,2,832259-ogOG,4,832259-ogOG,4,F,0,0,0
898309-ngBO,018-98309,2003,Nestling,2-Feb-04,5-Feb-04,Died,,1,0,833528-MRO,2,832259-ogOG,4,832259-ogOG,4,M,0,0,0
898310-ngYN2,018-98310,2003,Nestling,2-Feb-04,12-Jul-04,Died,,1,1,832195-YNG,5,832003-BybM,5,M00002-du002,1+,M,0,0,0
898311-ngNB,018-98311,2003,Nestling,2-Feb-04,13-Mar-04,Died,,1,1,832195-YNG,5,832003-BybM,5,M00002-du002,1+,M,0,0,0
898312-ngAM,018-98312,2003,Nestling,2-Feb-04,13-Mar-04,Died,,1,1,832195-YNG,5,832003-BybM,5,832003-BybM,5,M,0,0,0
898313-noYO,018-98313,2003,Nestling,2-Feb-04,29-Mar-04,Died,,1,1,832860-mnMO,3,833727-AgoG,1,833727-AgoG,1,M,0,0,0
898314-noGM,018-98314,2003,Nestling,2-Feb-04,2-Nov-04,Unknown,,1,1,832860-mnMO,3,833727-AgoG,1,833727-AgoG,1,F,0,0,0
898315-noBN,018-98315,2003,Nestling,2-Feb-04,8-Jul-05,Died,6,1,1,832860-mnMO,3,833727-AgoG,1,832040-ArbY,5,M,0,0,0
898317-GRM,018-98317,2003,Juvenile,6-Feb-04,26-Oct-09,Died,6,1,1,*,*,*,*,*,99,F,33,22,12
898318-NYM2,018-98318,2003,Juvenile,6-Feb-04,23-May-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898319-rbBY,018-98319,2003,Nestling,7-Feb-04,19-Aug-05,Died,6,1,1,833084-RbgB,2,833228-GgnB,2,832647-wmWM,3,F,4,4,1
898320-rbMR,018-98320,2003,Nestling,7-Feb-04,23-Mar-04,Unknown,,1,1,833084-RbgB,2,833228-GgnB,2,833228-GgnB,2,F,0,0,0
898321-rbNG,018-98321,2003,Nestling,7-Feb-04,12-Feb-04,Died,,1,0,833084-RbgB,2,833228-GgnB,2,833228-GgnB,2,M,0,0,0
898322-BNY2,018-98322,2003,Juvenile,11-Feb-04,17-Mar-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898323-rbAN,018-98323,2003,Nestling,11-Feb-04,12-May-06,Died,6,1,1,832598-mnMM,3,804015-YbyG,6,*,99,M,8,6,1
898324-rbYO,018-98324,2003,Nestling,11-Feb-04,5-Nov-04,Unknown,,1,1,832598-mnMM,3,804015-YbyG,6,804015-YbyG,6,F,0,0,0
898325-rbAO,018-98325,2003,Nestling,11-Feb-04,25-Apr-05,Died,6,1,1,832545-RYA,4,832930-gnAO,3,832003-BybM,5,M,1,1,1
898326-rbBR,018-98326,2003,Nestling,11-Feb-04,5-Aug-04,Unknown,,1,1,832545-RYA,4,832930-gnAO,3,832003-BybM,5,F,0,0,0
898327-rbWG,018-98327,2003,Nestling,11-Feb-04,18-Feb-04,Died,,1,0,832545-RYA,4,832930-gnAO,3,832003-BybM,5,M,0,0,0
898328-rbAW,018-98328,2003,Nestling,12-Feb-04,5-Jul-04,Died,,1,1,776764-ORM,7,833699-RgbM,1,832868-wmBY,3,F,0,0,0
898329-rbNO,018-98329,2003,Nestling,12-Feb-04,23-Jun-08,Died,6,1,1,776764-ORM,7,833699-RgbM,1,832868-wmBY,3,M,6,6,2
898330-NNN,018-98330,2003,Juvenile,13-Feb-04,30-Aug-07,Died,6,1,1,*,*,*,*,*,99,F,9,9,7
898331-OMA,018-98331,2003,Juvenile,13-Feb-04,13-May-05,Died,6,1,1,*,*,*,*,*,99,F,5,5,5
898332-ABR,018-98332,2003,Juvenile,19-Feb-04,3-Jul-10,Died,6,1,1,*,*,*,*,*,99,F,48,35,11
898333-NBA2,018-98333,2003,Juvenile,19-Feb-04,5-Jun-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898334-NMO2,018-98334,2003,Juvenile,20-Feb-04,27-Jul-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898335-BMM2,018-98335,2003,Juvenile,20-Feb-04,26-Apr-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898336-GMR,018-98336,2003,Juvenile,2-Mar-04,15-Apr-06,Died,6,1,1,*,*,*,*,*,99,F,9,9,7
898337-YOR3,018-98337,2003,Juvenile,2-Mar-04,9-Sep-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898338-MGB,018-98338,2003,Juvenile,2-Mar-04,27-Jun-06,Died,6,1,1,*,*,*,*,*,99,F,14,14,3
898339-GMO3,018-98339,2003,Juvenile,5-Mar-04,18-Jun-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898340-GOO3,018-98340,2003,Juvenile,18-Mar-04,23-Aug-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898341-MYB,018-98341,2003,Juvenile,19-Mar-04,26-May-05,Died,6,1,1,*,*,*,*,*,99,M,1,1,1
898342-MMA,018-98342,2003,Juvenile,30-Mar-04,27-Jul-06,Died,6,1,1,*,*,*,*,*,99,M,11,10,8
898345-RGN,018-98345,2003,Juvenile,30-Mar-04,11-Oct-07,Died,6,1,1,*,*,*,*,*,99,F,18,9,7
898346-BGW,018-98346,2003,Juvenile,1-Apr-04,21-Sep-05,Died,6,1,1,*,*,*,*,*,99,F,3,3,2
898347-ONN2,018-98347,2003,Juvenile,1-Apr-04,18-Jul-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898348-RYO4,018-98348,2003,Juvenile,1-Apr-04,30-Aug-04,Unknown,,1,1,*,*,*,*,*,99,F,0,0,0
898349-RMA,018-98349,2003,Juvenile,2-Apr-04,16-May-05,Died,6,1,1,*,*,*,*,*,99,F,3,3,3
898350-YBR,018-98350,2003,Juvenile,6-Apr-04,22-Nov-07,Died,6,1,1,*,*,*,*,*,99,M,11,6,2
898351-GON,018-98351,2003,Juvenile,8-Apr-04,5-Sep-08,Died,6,1,1,*,*,*,*,*,99,F,17,10,7
898352-NOR,018-98352,2003,Adult,7-Oct-04,13-Jun-05,Died,6,1,1,*,*,*,*,*,99,M,1,1,0
898353-MRB,018-98353,2003,Adult,14-Oct-04,10-Oct-05,Died,6,1,1,*,*,*,*,*,99,F,6,3,3
898354-YGO,018-98354,2003,Adult,14-Oct-04,10-Dec-04,Died,6,1,1,*,*,*,*,*,99,M,0,0,0
898679-BAY,018-98679,2003,Adult,21-Jan-05,24-Dec-05,Died,6,1,1,*,*,*,*,*,99,F,1,0,0
898738-AGY,018-98738,2003,Juvenile,20-May-05,12-Nov-07,Died,6,1,1,*,*,*,*,*,99,F,14,11,11
S00008-soc08,00S-00008,2003,Adult,8-Sep-03,1-Apr-06,Died,,1,1,,,,,,99,M,0,0,0
898355-weAY,018-98355,2004,Nestling,19-Oct-04,15-Sep-05,Died,,1,1,833528-MRO,3,832259-ogOG,5,833138-BbwR,3,M,0,0,0
898356-weGR,018-98356,2004,Nestling,19-Oct-04,26-Oct-04,Died,,1,0,833528-MRO,3,832259-ogOG,5,833138-BbwR,3,M,0,0,0
898357-weNM,018-98357,2004,Nestling,19-Oct-04,26-Oct-04,Died,,1,0,833528-MRO,3,832259-ogOG,5,833138-BbwR,3,F,0,0,0
898358-brBB,018-98358,2004,Nestling,19-Oct-04,21-Oct-04,Died,,0,0,832970-ARM,4,833064-GnoY,3,833064-GnoY,3,M,0,0,0
898359-brNA,018-98359,2004,Nestling,19-Oct-04,21-Oct-04,Died,,0,0,832970-ARM,4,833064-GnoY,3,832710-gnRN,4,M,0,0,0
898360-brWY,018-98360,2004,Nestling,19-Oct-04,21-Oct-04,Died,,0,0,832970-ARM,4,833064-GnoY,3,832710-gnRN,4,M,0,0,0
898361-brMN,018-98361,2004,Nestling,23-Oct-04,30-Oct-04,Died,,1,0,833590-OnyA,2,833230-YngY,3,833230-YngY,3,F,0,0,0
898362-brRW,018-98362,2004,Nestling,23-Oct-04,10-Nov-05,Died,6,1,1,833590-OnyA,2,833230-YngY,3,833230-YngY,3,M,0,0,0
898363-brBG,018-98363,2004,Nestling,23-Oct-04,29-Dec-04,Unknown,,1,1,833590-OnyA,2,833230-YngY,3,833230-YngY,3,F,0,0,0
898364-rwWM,018-98364,2004,Nestling,30-Oct-04,28-Jan-05,Died,,1,1,833121-YogN,3,833591-OngA,2,833591-OngA,2,M,0,0,0
898365-rwYO,018-98365,2004,Nestling,30-Oct-04,7-Jan-05,Unknown,,1,1,833121-YogN,3,833591-OngA,2,832003-BybM,6,F,0,0,0
898366-rwRG,018-98366,2004,Nestling,30-Oct-04,5-Jan-05,Unknown,,1,1,833121-YogN,3,833591-OngA,2,833591-OngA,2,F,0,0,0
898367-brBO,018-98367,2004,Nestling,30-Oct-04,1-Nov-04,Died,,0,0,898039-YAN,2+,833152-WgnY,3,833152-WgnY,3,F,0,0,0
898368-brMG,018-98368,2004,Nestling,30-Oct-04,1-Nov-04,Died,,0,0,898039-YAN,2+,833152-WgnY,3,804295-MwnR,6,M,0,0,0
898369-brAW,018-98369,2004,Nestling,30-Oct-04,1-Nov-04,Died,,0,0,898039-YAN,2+,833152-WgnY,3,833152-WgnY,3,M,0,0,0
898370-weAA,018-98370,2004,Nestling,2-Nov-04,7-Nov-04,Died,,1,0,832965-NBN,4,898329-rbNO,1,833068-OwmG,3,M,0,0,0
898371-weGY,018-98371,2004,Nestling,2-Nov-04,7-Nov-04,Died,,1,0,832965-NBN,4,898329-rbNO,1,898329-rbNO,1,F,0,0,0
898372-weRW,018-98372,2004,Nestling,2-Nov-04,7-Nov-04,Died,,1,0,832965-NBN,4,898329-rbNO,1,898329-rbNO,1,F,0,0,0
898373-brAN,018-98373,2004,Nestling,2-Nov-04,8-Nov-05,Unknown,,1,1,832217-OBO,6,833220-RnoM,3,833220-RnoM,3,F,0,0,0
898374-brGW,018-98374,2004,Nestling,2-Nov-04,19-Jan-05,Unknown,,1,1,832217-OBO,6,833220-RnoM,3,832003-BybM,6,F,0,0,0
898375-brYO,018-98375,2004,Nestling,2-Nov-04,10-Jan-05,Unknown,,1,1,832217-OBO,6,833220-RnoM,3,833220-RnoM,3,F,0,0,0
898376-onGG,018-98376,2004,Nestling,4-Nov-04,17-Nov-08,Died,6,1,1,832195-YNG,6,832003-BybM,6,832003-BybM,6,M,3,3,2
898377-onWA,018-98377,2004,Nestling,4-Nov-04,4-Oct-14,Died,6,1,1,832195-YNG,6,832003-BybM,6,832003-BybM,6,M,20,10,8
898378-rwAA,018-98378,2004,Nestling,5-Nov-04,9-Nov-04,Died,,0,0,833109-BgnB,3,832710-gnRN,4,832710-gnRN,4,M,0,0,0
898379-rwMO,018-98379,2004,Fledgling,5-Nov-04,9-Nov-04,Died,,1,0,833109-BgnB,3,832710-gnRN,4,832433-gyBM,5,M,0,0,0
898380-rwNW,018-98380,2004,Nestling,5-Nov-04,9-Nov-04,Died,,0,0,833109-BgnB,3,832710-gnRN,4,832710-gnRN,4,M,0,0,0
898381-rwYR,018-98381,2004,Nestling,5-Nov-04,9-Nov-04,Died,,0,0,833109-BgnB,3,832710-gnRN,4,832710-gnRN,4,M,0,0,0
898382-rwRN,018-98382,2004,Nestling,5-Nov-04,6-Nov-04,Died,1,0,0,833588-OnyO,2,833606-GmwG,2,*,99,F,0,0,0
898383-rwBM,018-98383,2004,Nestling,5-Nov-04,6-Nov-04,Died,1,0,0,833588-OnyO,2,833606-GmwG,2,833606-GmwG,2,F,0,0,0
898384-onRR,018-98384,2004,Nestling,6-Nov-04,16-May-08,Died,6,1,1,832226-BMG,6,832208-MAO,6,832208-MAO,6,M,1,1,0
898385-onWY,018-98385,2004,Nestling,6-Nov-04,22-Jan-05,Dispersedoutside,,1,1,832226-BMG,6,832208-MAO,6,832208-MAO,6,F,0,0,0
898386-onNN,018-98386,2004,Nestling,8-Nov-04,13-Nov-04,Died,,1,0,832947-YBA,4,898202-gbMG,1,832040-ArbY,6,M,0,0,0
898387-onOO,018-98387,2004,Nestling,8-Nov-04,13-Nov-04,Died,,1,0,832947-YBA,4,898202-gbMG,1,832040-ArbY,6,M,0,0,0
898388-onRW,018-98388,2004,Nestling,8-Nov-04,13-Nov-04,Died,,1,0,832947-YBA,4,898202-gbMG,1,832040-ArbY,6,M,0,0,0
898389-onAA,018-98389,2004,Nestling,8-Nov-04,8-Nov-04,Died,,0,0,832486-WOO,5,898207-gbBN,1,898207-gbBN,1,F,0,0,0
898390-weBB,018-98390,2004,Nestling,8-Nov-04,28-Aug-05,Died,,1,1,832860-mnMO,4,832780-goWA,4,832780-goWA,4,M,0,0,0
898391-weGG,018-98391,2004,Nestling,8-Nov-04,15-Nov-04,Died,,1,0,832860-mnMO,4,832780-goWA,4,832930-gnAO,4,M,0,0,0
898392-weNN,018-98392,2004,Nestling,8-Nov-04,15-Nov-04,Died,,1,0,832860-mnMO,4,832780-goWA,4,832780-goWA,4,M,0,0,0
898393-onBO,018-98393,2004,Nestling,9-Nov-04,14-Nov-04,Died,,1,0,898300-GAR,2,833068-OwmG,3,833512-YgnR,3,F,0,0,0
898394-onYN,018-98394,2004,Nestling,9-Nov-04,14-Nov-04,Died,,1,0,898300-GAR,2,833068-OwmG,3,833068-OwmG,3,F,0,0,0
898395-onMM,018-98395,2004,Nestling,9-Nov-04,14-Nov-04,Died,,1,0,898300-GAR,2,833068-OwmG,3,833512-YgnR,3,F,0,0,0
898396-brBN,018-98396,2004,Nestling,14-Nov-04,2-Nov-07,Unknown,,1,1,832555-YAA,5,832702-wmYA,4,832702-wmYA,4,F,0,0,0
898397-brYR,018-98397,2004,Nestling,14-Nov-04,5-Dec-06,Died,6,1,1,832555-YAA,5,832702-wmYA,4,832702-wmYA,4,M,0,0,0
898398-brMO,018-98398,2004,Nestling,14-Nov-04,6-Jan-05,Unknown,,1,1,832555-YAA,5,832702-wmYA,4,832433-gyBM,5,F,0,0,0
898399-brRM,018-98399,2004,Nestling,15-Nov-04,21-Nov-04,Died,,1,0,832974-MAB,4,804108-YnwA,7,832040-ArbY,6,M,0,0,0
898400-brGG,018-98400,2004,Nestling,15-Nov-04,21-Nov-04,Died,,1,0,832974-MAB,4,804108-YnwA,7,832040-ArbY,6,F,0,0,0
898501-brBY,018-98501,2004,Nestling,15-Nov-04,21-Nov-04,Died,,1,0,832974-MAB,4,804108-YnwA,7,832040-ArbY,6,F,0,0,0
898502-brWR,018-98502,2004,Nestling,15-Nov-04,21-Nov-04,Died,,1,0,832974-MAB,4,804108-YnwA,7,832040-ArbY,6,F,0,0,0
898503-rwAG,018-98503,2004,Nestling,16-Nov-04,17-Nov-04,Died,,0,0,898353-MRB,1,833605-BmwY,2,833605-BmwY,2,M,0,0,0
898504-rwNM,018-98504,2004,Nestling,16-Nov-04,17-Nov-04,Died,,0,0,898353-MRB,1,833605-BmwY,2,833605-BmwY,2,M,0,0,0
898505-rwOR,018-98505,2004,Nestling,16-Nov-04,17-Nov-04,Died,,0,0,898353-MRB,1,833605-BmwY,2,833605-BmwY,2,M,0,0,0
898506-bgMM,018-98506,2004,Nestling,18-Nov-04,9-May-05,Died,,1,1,653417-gAnrW,2,833727-AgoG,2,832494-AYG,6,M,0,0,0
898507-bgNR,018-98507,2004,Nestling,18-Nov-04,31-Jan-05,Unknown,,1,1,653417-gAnrW,2,833727-AgoG,2,832494-AYG,6,F,0,0,0
898508-bgWB,018-98508,2004,Nestling,18-Nov-04,25-Nov-04,Died,,1,0,653417-gAnrW,2,833727-AgoG,2,832494-AYG,6,M,0,0,0
898509-brOR,018-98509,2004,Nestling,18-Nov-04,20-Jan-05,Unknown,,1,1,833096-YYM,3,833589-BnyM,2,833589-BnyM,2,F,0,0,0
898510-brNY,018-98510,2004,Nestling,18-Nov-04,26-Dec-04,Unknown,,1,1,833096-YYM,3,833589-BnyM,2,833589-BnyM,2,F,0,0,0
898511-brAB,018-98511,2004,Nestling,18-Nov-04,7-Jan-05,Unknown,,1,1,833096-YYM,3,833589-BnyM,2,833695-YnyN,2,F,0,0,0
898512-weAB,018-98512,2004,Nestling,19-Nov-04,23-Nov-04,Died,,0,0,833539-AWR,3,833040-BnoG,3,832930-gnAO,4,M,0,0,0
898513-weMM,018-98513,2004,Nestling,19-Nov-04,23-Nov-04,Died,,0,0,833539-AWR,3,833040-BnoG,3,833041-RnoN,3,M,0,0,0
898514-weRO,018-98514,2004,Nestling,19-Nov-04,23-Nov-04,Died,,0,0,833539-AWR,3,833040-BnoG,3,833040-BnoG,3,F,0,0,0
898515-bgGG,018-98515,2004,Nestling,22-Nov-04,9-Dec-04,Died,,1,0,832190-YMN,6,833749-ABA,2+,898260-BOW,2+,M,0,0,0
898516-bgNO,018-98516,2004,Nestling,22-Nov-04,20-Jan-05,Unknown,,1,1,832190-YMN,6,833749-ABA,2+,898260-BOW,2+,F,0,0,0
898517-bgAR,018-98517,2004,Nestling,22-Nov-04,7-Jan-05,Unknown,,1,1,832190-YMN,6,833749-ABA,2+,833749-ABA,2+,F,0,0,0
898518-rwBN,018-98518,2004,Nestling,22-Nov-04,30-Jan-05,Unknown,,1,1,776764-ORM,8,833699-RgbM,2,833228-GgnB,3,F,0,0,0
898519-rwOY,018-98519,2004,Nestling,22-Nov-04,10-May-05,Died,,1,1,776764-ORM,8,833699-RgbM,2,833228-GgnB,3,M,0,0,0
898520-rwRA,018-98520,2004,Nestling,22-Nov-04,29-Nov-04,Died,,1,0,776764-ORM,8,833699-RgbM,2,833699-RgbM,2,F,0,0,0
898521-onBB,018-98521,2004,Nestling,23-Nov-04,24-Nov-04,Died,,0,0,832971-AAM,4,833729-BgoN,2,832494-AYG,6,M,0,0,0
898522-onOR,018-98522,2004,Nestling,23-Nov-04,24-Nov-04,Died,,0,0,832971-AAM,4,833729-BgoN,2,832494-AYG,6,M,0,0,0
898523-rwAN,018-98523,2004,Nestling,25-Nov-04,30-Nov-04,Died,,1,0,833676-MnyM,2,832877-mnWM,4,833626-BonR,2,F,0,0,0
898524-rwBG,018-98524,2004,Nestling,25-Nov-04,30-Nov-04,Died,,1,0,833676-MnyM,2,832877-mnWM,4,832877-mnWM,4,M,0,0,0
898525-rwOO,018-98525,2004,Nestling,25-Nov-04,30-Nov-04,Died,,1,0,833676-MnyM,2,832877-mnWM,4,832877-mnWM,4,F,0,0,0
898526-rwYW,018-98526,2004,Nestling,25-Nov-04,30-Nov-04,Died,,1,0,833676-MnyM,2,832877-mnWM,4,832877-mnWM,4,M,0,0,0
898527-weAM,018-98527,2004,Nestling,28-Nov-04,2-Nov-07,Died,6,1,1,804217-WNM,7,804295-MwnR,6,832840-wmMB,4,F,7,7,5
898528-weBY,018-98528,2004,Nestling,28-Nov-04,21-Mar-05,Died,,1,1,804217-WNM,7,804295-MwnR,6,804295-MwnR,6,F,0,0,0
898529-weOG,018-98529,2004,Nestling,28-Nov-04,16-May-09,Died,6,1,1,804217-WNM,7,804295-MwnR,6,832840-wmMB,4,M,7,7,6
898530-weWW,018-98530,2004,Nestling,28-Nov-04,5-Dec-04,Died,,1,0,804217-WNM,7,804295-MwnR,6,832840-wmMB,4,F,0,0,0
898531-weGA,018-98531,2004,Nestling,30-Nov-04,7-Jan-05,Died,,1,1,898331-OMA,1,898294-noWY,1,833230-YngY,3,M,0,0,0
898532-brAA,018-98532,2004,Nestling,30-Nov-04,27-Jul-05,Died,,1,1,898346-BGW,1,898352-NOR,1,832745-gnYY,4,M,0,0,0
898533-brON3,018-98533,2004,Nestling,30-Nov-04,17-Dec-04,Died,,1,0,898346-BGW,1,898352-NOR,1,898352-NOR,1,F,0,0,0
898534-brRR,018-98534,2004,Nestling,30-Nov-04,25-Apr-05,Died,,1,1,898346-BGW,1,898352-NOR,1,832745-gnYY,4,F,0,0,0
898535-bgAA,018-98535,2004,Nestling,3-Dec-04,5-Dec-04,Died,,0,0,898100-OBN,2,833618-NbgM,2,833618-NbgM,2,F,0,0,0
898536-bgMO,018-98536,2004,Nestling,3-Dec-04,5-Dec-04,Died,,0,0,898100-OBN,2,833618-NbgM,2,833618-NbgM,2,M,0,0,0
898537-bgRW,018-98537,2004,Nestling,3-Dec-04,5-Dec-04,Died,,0,0,898100-OBN,2,833618-NbgM,2,833618-NbgM,2,M,0,0,0
898538-weYR,018-98538,2004,Nestling,4-Dec-04,17-Dec-04,Died,,1,0,833169-BbgY,3,832433-gyBM,5,832710-gnRN,4,M,0,0,0
898539-weRM,018-98539,2004,Nestling,4-Dec-04,17-Dec-04,Died,,1,0,833169-BbgY,3,832433-gyBM,5,832710-gnRN,4,F,0,0,0
